message,label
if I can see him,Non-Toxic
which I wont,Non-Toxic
gg:P,Non-Toxic
nice accuracy,Non-Toxic
Arty,Non-Toxic
gg boys,Non-Toxic
u rly cant move can u,Non-Toxic
6 wheels,Non-Toxic
8,Non-Toxic
right,Non-Toxic
nothing,Non-Toxic
sry,Non-Toxic
grille,Non-Toxic
lol,Non-Toxic
gg,Non-Toxic
wp,Non-Toxic
nice,Non-Toxic
IS_m report,Non-Toxic
report 60 tp,Non-Toxic
ok report,Non-Toxic
leo report bot,Non-Toxic
he is troll report him,Non-Toxic
"if you send a replay yes, just report will not do that",Non-Toxic
lol nmice,Non-Toxic
amx stay,Non-Toxic
gj,Non-Toxic
vznmvdfaaw,Non-Toxic
arty,Non-Toxic
destroy arty pls,Non-Toxic
thx for help,Non-Toxic
where is WT ?,Non-Toxic
obj in the city,Non-Toxic
Cant reach,Non-Toxic
Obj will rush us,Non-Toxic
Come in the base,Non-Toxic
As I said,Non-Toxic
t26,Non-Toxic
gg,Non-Toxic
strv k cover my back,Non-Toxic
going to the bush,Non-Toxic
dig in good and deep,Non-Toxic
watch out for arty,Non-Toxic
ns,Non-Toxic
go,Non-Toxic
elc go go,Non-Toxic
grill one shot,Non-Toxic
wait 10 sec,Non-Toxic
wait,Non-Toxic
from bush,Non-Toxic
go bush to bush,Non-Toxic
go go go,Non-Toxic
GO wtf,Non-Toxic
lol,Non-Toxic
sleep???,Non-Toxic
bc25 ???,Non-Toxic
bc gg,Non-Toxic
dont lose this,Non-Toxic
drive hellcat,Non-Toxic
together,Non-Toxic
hellcat flank him,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
is go,Non-Toxic
rep this is3,Non-Toxic
bug,Non-Toxic
i cant spot,Non-Toxic
tss,Non-Toxic
hell cat go kill 1%,Non-Toxic
wp,Non-Toxic
dude just rammed me to death lol,Non-Toxic
Im Spotted at C0!,Non-Toxic
Im Spotted at D0!,Non-Toxic
Im Spotted at E0!,Non-Toxic
Im Spotted at G7!,Non-Toxic
Im Spotted at F6!,Non-Toxic
Im Spotted at J5!,Non-Toxic
Im Spotted at C0!,Non-Toxic
Im Spotted at D0!,Non-Toxic
Im Spotted at E0!,Non-Toxic
Im Spotted at G7!,Non-Toxic
Im Spotted at F6!,Non-Toxic
Im Spotted at J5!,Non-Toxic
some go base,Non-Toxic
but im stock buddy,Non-Toxic
small pp :(,Non-Toxic
and dead,Non-Toxic
2 shells left,Non-Toxic
enjoy life,Non-Toxic
amx one shot,Non-Toxic
0 shells,Non-Toxic
:),Non-Toxic
wp ts,Non-Toxic
run and hide,Non-Toxic
"5,5 k",Non-Toxic
sry,Non-Toxic
what shit top tier,Non-Toxic
nice,Non-Toxic
strv-b,Non-Toxic
lol.....phew,Non-Toxic
ty,Non-Toxic
nice job,Non-Toxic
just bull rush him,Non-Toxic
he can fire ever 5 seconds,Non-Toxic
At least I killed one before I died though,Non-Toxic
lol,Non-Toxic
suggestions ?,Non-Toxic
rush ?,Non-Toxic
wtf,Non-Toxic
?,Non-Toxic
i cover from middle,Non-Toxic
patience,Non-Toxic
foch ready?,Non-Toxic
thx,Non-Toxic
GG,Non-Toxic
"SriSriRaviSchanka (Progetto 46), you are blocking my target!",Non-Toxic
СЛАВА ИЗРАИЛЬ,Non-Toxic
Меня засветили в G6!,Non-Toxic
"petermint08 (AE Phase I), не мешай стрелять! Уйди с линии огня по противнику!",Non-Toxic
Засвет в квадрате D0!!!,Non-Toxic
Засвет в квадрате D0!!!,Non-Toxic
Засвет в квадрате D0!!!,Non-Toxic
Засвет в квадрате E9!!!,Non-Toxic
чим зміг =),Non-Toxic
не просріть =(,Non-Toxic
50-50,Non-Toxic
Засвет в квадрате C9!!!,Non-Toxic
thx progetto,Non-Toxic
gg,Non-Toxic
keep together,Non-Toxic
nice,Non-Toxic
nice comeback,Non-Toxic
crucial,Non-Toxic
lol,Non-Toxic
olz,Non-Toxic
I helped,Non-Toxic
let me have it,Non-Toxic
GF,Non-Toxic
whats his alpoha‘,Non-Toxic
fall on him,Non-Toxic
get opoints,Non-Toxic
GJ Guys,Non-Toxic
and a heavy camping :D,Non-Toxic
*** camper,Non-Toxic
you can drive,Non-Toxic
***,Non-Toxic
w,Non-Toxic
affe,Non-Toxic
",,,",Non-Toxic
the FV camp the whole round just because he wants to shoot rotten lights,Non-Toxic
an that as tier x,Non-Toxic
platoon 2 report send support to learn play like team and not like platoon next time,Non-Toxic
yo shit,Non-Toxic
lets play like a team and win this shit,Non-Toxic
Arty focus the B1,Non-Toxic
arty focus the concept b1,Non-Toxic
Concept B1 Arty NOW!!!,Non-Toxic
dont rush 75,Non-Toxic
im on ur back,Non-Toxic
gg,Non-Toxic
EAFOR,Non-Toxic
gg tema,Non-Toxic
let me reload and then push together,Non-Toxic
cap strv,Non-Toxic
let the strv cap and pin the foch under,Non-Toxic
progett,Non-Toxic
no,Non-Toxic
must die,Non-Toxic
gg,Non-Toxic
aim light,Non-Toxic
"MorrowTank (Leopard 1), you are blocking my target!",Non-Toxic
spot,Non-Toxic
gg,Non-Toxic
fv,Non-Toxic
u both ahvev full hp,Non-Toxic
against 1 tank,Non-Toxic
bravo...,Non-Toxic
man,Non-Toxic
18k bounce record? XD,Non-Toxic
mda,Non-Toxic
gg,Non-Toxic
nice,Non-Toxic
report t100,Non-Toxic
cap base guys,Non-Toxic
im reporting u for chat violation,Non-Toxic
Sorry,Non-Toxic
gj,Non-Toxic
damn,Non-Toxic
nice,Non-Toxic
lmao,Non-Toxic
lol,Non-Toxic
useless scrub shoot them dont just ask for help scrub,Non-Toxic
gg,Non-Toxic
nj e50,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
idiot heavies,Non-Toxic
tree fallen,Non-Toxic
skorp,Non-Toxic
just defend,Non-Toxic
and wait,Non-Toxic
i forgot hiùm,Non-Toxic
but it was lost !,Non-Toxic
;(,Non-Toxic
good job,Non-Toxic
gg,Non-Toxic
yes,Non-Toxic
Арта (105 leFH18B2) отстрелялась! По мне :(,Non-Toxic
Арта (105 leFH18B2) отстрелялась! По мне :(,Non-Toxic
rotate,Non-Toxic
told you,Non-Toxic
hahahhahaha,Non-Toxic
karma,Non-Toxic
platapus will clutch,Non-Toxic
see is is alone,Non-Toxic
gg IS,Non-Toxic
oh yes,Non-Toxic
k0,Non-Toxic
Арта (105 leFH18B2) отстрелялась! По мне :(,Non-Toxic
Арта (105 leFH18B2) отстрелялась! По мне :(,Non-Toxic
rotate,Non-Toxic
they have arties ... we have nothng...,Non-Toxic
told you,Non-Toxic
hahahhahaha,Non-Toxic
karma,Non-Toxic
platapus will clutch,Non-Toxic
see is is alone,Non-Toxic
gg IS,Non-Toxic
oh yes,Non-Toxic
k0,Non-Toxic
oh shit,Non-Toxic
nice,Non-Toxic
wp,Non-Toxic
M40/M43 hit me,Non-Toxic
M40/M43 hit me,Non-Toxic
M40/M43 hit me,Non-Toxic
f...:/,Non-Toxic
thnaks arty,Non-Toxic
I‘ve been spotted in H9!,Non-Toxic
best arty,Non-Toxic
bishop is god,Non-Toxic
god? :/,Non-Toxic
:O,Non-Toxic
gg,Non-Toxic
Im Spotted at E8!,Non-Toxic
Im Spotted at J5!,Non-Toxic
Im Spotted at E7!,Non-Toxic
Im Spotted at D7!,Non-Toxic
Im Spotted at J5!,Non-Toxic
Im Spotted at J6!,Non-Toxic
Im Spotted at D6!,Non-Toxic
Im Spotted at C6!,Non-Toxic
Im Spotted at C6!,Non-Toxic
freaks look back,Non-Toxic
Im Spotted at C1!,Non-Toxic
i go left,Non-Toxic
burda burda,Non-Toxic
4k dmg,Non-Toxic
no spot,Non-Toxic
well done tvp,Non-Toxic
good fight,Non-Toxic
nice,Non-Toxic
xD,Non-Toxic
sorry my bad,Non-Toxic
good fight,Non-Toxic
diky,Non-Toxic
"6,5k dmg",Non-Toxic
lol bouncing,Non-Toxic
NICE HELP,Non-Toxic
chari that is wot rng lol ;-),Non-Toxic
you was open chari,Non-Toxic
lol bouncing,Non-Toxic
NICE HELP,Non-Toxic
chari that is wot rng lol ;-),Non-Toxic
you was open chari,Non-Toxic
lets jusst def here,Non-Toxic
r,Non-Toxic
right flank is empty,Non-Toxic
ФОКУСЯТ,Non-Toxic
стоял смотрел пока яга тебя затопит?,Non-Toxic
ага,Non-Toxic
нога,Non-Toxic
Я обнаружен в K2!,Non-Toxic
дальше ехать нам,Non-Toxic
что ты делаешь чел),Non-Toxic
беру слова обратно,Non-Toxic
Enemy SPG <font color='#fe0e00'>WMBB (Bat.-Châtillon 155 58),Non-Toxic
t 95 conway ... mooovee,Non-Toxic
nooo,Non-Toxic
progetto and bourrasque on the left,Non-Toxic
we lost the flank,Non-Toxic
epic round for you :D,Non-Toxic
mt go for 10,Non-Toxic
montik let him go,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
if we play this smart we can get 13 kills in platoon ;),Non-Toxic
gg,Non-Toxic
all in one go in,Non-Toxic
push??,Non-Toxic
lets go,Non-Toxic
k,Non-Toxic
go,Non-Toxic
he shot,Non-Toxic
move move,Non-Toxic
behind,Non-Toxic
~~,Non-Toxic
lol,Non-Toxic
lolk,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
is enemy light afk,Non-Toxic
i have 6k spot already and he doesnt stop me,Non-Toxic
ok just don‘t push mid then,Non-Toxic
don t spam,Non-Toxic
arty move back,Non-Toxic
kunze can you take pz mutz out,Non-Toxic
and take hill,Non-Toxic
ill try,Non-Toxic
t-832 and kunze you have the hp,Non-Toxic
you have to start playing,Non-Toxic
kunze panzer,Non-Toxic
he is behind the hill,Non-Toxic
yes thats why you have to move,Non-Toxic
bot die,Non-Toxic
thanks he was already blinding the bushd,Non-Toxic
time,Non-Toxic
you HAVE to move t-832,Non-Toxic
now push,Non-Toxic
this will be a draw I guess,Non-Toxic
because of time,Non-Toxic
because two of our healthy tanks didn‘t move in time,Non-Toxic
where is amx,Non-Toxic
gj,Non-Toxic
gj,Non-Toxic
gg,Non-Toxic
703 go help,Non-Toxic
AT and scorp there.,Non-Toxic
im out gg gonna hide,Non-Toxic
wtf,Non-Toxic
waffle,Non-Toxic
ye it‘s a strv,Non-Toxic
ye keep looking forward t30,Non-Toxic
.spot,Non-Toxic
come on boys,Non-Toxic
e5 waffle,Non-Toxic
mama needs a new set of treads,Non-Toxic
noice,Non-Toxic
excellent,Non-Toxic
waffle camp too hard,Non-Toxic
lesson to learn,Non-Toxic
lol,Non-Toxic
hey Bat chat,Non-Toxic
wanna go td mode?,Non-Toxic
I want to see that,Non-Toxic
nuu,Non-Toxic
oooh,Non-Toxic
gg,Non-Toxic
everything fine?,Non-Toxic
#ERROR!,Non-Toxic
#ERROR!,Non-Toxic
all good?,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
all good?,Non-Toxic
#ERROR!,Non-Toxic
all good?,Non-Toxic
#ERROR!,Non-Toxic
Good fishing,Non-Toxic
they gotta have there light tank in the spa,Non-Toxic
thats whay i said XD,Non-Toxic
cant see him,Non-Toxic
Code brown up north!,Non-Toxic
renegade is 1 shot,Non-Toxic
i need 2 kills pplss,Non-Toxic
tree down,Non-Toxic
nice,Non-Toxic
gg,Non-Toxic
wtf,Non-Toxic
emil,Non-Toxic
slow,Non-Toxic
gj,Non-Toxic
med???,Non-Toxic
emil,Non-Toxic
gj,Non-Toxic
AMX 13 F3 hit me,Non-Toxic
I‘ve been spotted in E7!,Non-Toxic
I‘ve been spotted in F8!,Non-Toxic
"пушка в цього лео просто Г, це просто ппц, 50% десь в депо летить",Non-Toxic
xD,Non-Toxic
13 xD,Non-Toxic
I did my best this battle,Non-Toxic
nailed it :),Non-Toxic
XDDDDDDDDDDDD,Non-Toxic
385,Non-Toxic
GAME BEFORE 371,Non-Toxic
wtf,Non-Toxic
xD,Non-Toxic
fogyatékos csapat,Non-Toxic
368,Non-Toxic
XDD,Non-Toxic
is5,Non-Toxic
he driving up,Non-Toxic
is5 was h3 when I was on their base,Non-Toxic
#ERROR!,Non-Toxic
char,Non-Toxic
well my ace =),Non-Toxic
do you want him obj?,Non-Toxic
urs bro,Non-Toxic
ggs,Non-Toxic
lemming train,Non-Toxic
wtf,Non-Toxic
i have idea,Non-Toxic
??,Non-Toxic
spot ht,Non-Toxic
did you spot the one that knocked over the tree?,Non-Toxic
let me kill 704 plsss,Non-Toxic
nice gg,Non-Toxic
gg,Non-Toxic
no cap please !!,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
omg,Non-Toxic
Засвет в квадрате J5!!!,Non-Toxic
Засвет в квадрате J5!!!,Non-Toxic
omg,Non-Toxic
skoda D,Non-Toxic
both go cap,Non-Toxic
hahaha,Non-Toxic
strv...,Non-Toxic
wait me die ?,Non-Toxic
WHILE I DIE,Non-Toxic
left flank needs help,Non-Toxic
Su100 pls let us go,Non-Toxic
move,Non-Toxic
sry,Non-Toxic
******,Non-Toxic
ihr seid geil!!!,Non-Toxic
елка тащи,Non-Toxic
главное не светись,Non-Toxic
тебя ищут,Non-Toxic
охрененно,Non-Toxic
бронированная хрень осталась ((,Non-Toxic
ааа,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
vk reproted,Non-Toxic
nice move hell cat,Non-Toxic
2 sites!!,Non-Toxic
moronw,Non-Toxic
i kill arta dont die,Non-Toxic
4 shels left,Non-Toxic
sadly he shels,Non-Toxic
use HE,Non-Toxic
gg amx,Non-Toxic
i know XD,Non-Toxic
look hellcat XD,Non-Toxic
XD,Non-Toxic
XD,Non-Toxic
AMX no ammo left?,Non-Toxic
1 shell he,Non-Toxic
shoot and than ram :P,Non-Toxic
ufffff,Non-Toxic
LOL,Non-Toxic
!,Non-Toxic
:O,Non-Toxic
arty can u shoot rino?,Non-Toxic
looks like drawo,Non-Toxic
draw*,Non-Toxic
patience,Non-Toxic
I spoot him,Non-Toxic
be ready,Non-Toxic
nt,Non-Toxic
tell me when u are ready again,Non-Toxic
okay,Non-Toxic
5sec,Non-Toxic
spotting,Non-Toxic
nice,Non-Toxic
thx :),Non-Toxic
np :D,Non-Toxic
ofc fire,Non-Toxic
ahhh,Non-Toxic
strv here,Non-Toxic
move 155,Non-Toxic
need to spot,Non-Toxic
vz is replrd,Non-Toxic
jagtv e is relod,Non-Toxic
over 10 k combined,Non-Toxic
gg,Non-Toxic
kill him^^,Non-Toxic
because he was shot,Non-Toxic
thank you shtpk,Non-Toxic
ok,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
emil,Non-Toxic
slow,Non-Toxic
gj,Non-Toxic
progeto,Non-Toxic
he‘ll die there unoless you save him,Non-Toxic
arty,Non-Toxic
where?,Non-Toxic
oh,Non-Toxic
oki,Non-Toxic
progetto,Non-Toxic
yea,Non-Toxic
he will camp,Non-Toxic
hard,Non-Toxic
progetto,Non-Toxic
is 2 shots,Non-Toxic
if arty miss me,Non-Toxic
i won,Non-Toxic
dont have arty,Non-Toxic
pat,Non-Toxic
GG,Non-Toxic
oh,Non-Toxic
pf :S,Non-Toxic
report A20,Non-Toxic
Enemy SPG AMIGO_42 (Bat.-Châtillon 155 58) just hit me and is now reloading for about 10.00s or 49.86s.,Non-Toxic
lol,Non-Toxic
obj 140 is out for a drive..,Non-Toxic
Zzzz,Non-Toxic
one shoy jpg e 100,Non-Toxic
GJ guys,Non-Toxic
nice,Non-Toxic
gg,Non-Toxic
thx,Non-Toxic
GOOO,Non-Toxic
arty behind it,Non-Toxic
goo,Non-Toxic
someone on the hill please,Non-Toxic
т95((,Non-Toxic
Засвет на H3!!!,Non-Toxic
thanx BZ but you used a wrong position,Non-Toxic
the same for Waldgeist - first game at this map?,Non-Toxic
Засвет на G3!!!,Non-Toxic
наа,Non-Toxic
gg,Non-Toxic
es,Non-Toxic
ty,Non-Toxic
my highest damage game so far in this :P,Non-Toxic
i have no vision,Non-Toxic
gg,Non-Toxic
worst t 34 85nm,Non-Toxic
u cannot hit him,Non-Toxic
),Non-Toxic
долбаебы,Non-Toxic
вперел суки горні,Non-Toxic
charioteer get in A0,Non-Toxic
get art,Non-Toxic
prog just wait there,Non-Toxic
c‘mon... dont let my four kills go down in vain...,Non-Toxic
wait at the base,Non-Toxic
gj,Non-Toxic
:-),Non-Toxic
accept platoon,Non-Toxic
gg,Non-Toxic
Hello all,Non-Toxic
nobody is there,Non-Toxic
nice,Non-Toxic
ty,Non-Toxic
WTF xD,Non-Toxic
lol,Non-Toxic
xD,Non-Toxic
gg,Non-Toxic
been on a losing streak and literally just need 1 win to get the conway,Non-Toxic
it would be nice if i wasnt inching towards it with losses lol,Non-Toxic
That‘s deep,Non-Toxic
:[,Non-Toxic
he gone,Non-Toxic
hes facing me,Non-Toxic
we‘re 7k hp down,Non-Toxic
if we rush their cap,Non-Toxic
we might have a chance,Non-Toxic
like everyone,Non-Toxic
They have two camping t10s in their base,Non-Toxic
No,Non-Toxic
just pile up,Non-Toxic
make a line,Non-Toxic
make a line,Non-Toxic
protect E50,Non-Toxic
get on cap pergrine,Non-Toxic
i‘ll block,Non-Toxic
lol,Non-Toxic
gg,Non-Toxic
GG,Non-Toxic
GGG,Non-Toxic
gg,Non-Toxic
GGG,Non-Toxic
;LOL,Non-Toxic
э,Non-Toxic
K2 pls,Non-Toxic
dont die,Non-Toxic
lost,Non-Toxic
GJ,Non-Toxic
not spoted,Non-Toxic
nice,Non-Toxic
nice,Non-Toxic
no open,Non-Toxic
blind shooting at me ;d,Non-Toxic
lol,Non-Toxic
gg,Non-Toxic
lol,Non-Toxic
I told you,Non-Toxic
You are just loosing hp,Non-Toxic
"yeah, i cant even pen them with gold ammo",Non-Toxic
Good JOB!!,Non-Toxic
gg,Non-Toxic
GG,Non-Toxic
thanks elc,Non-Toxic
we could do it,Non-Toxic
\,Non-Toxic
what did u really expect me to do i was on reload,Non-Toxic
i needed you to take 1 shoot,Non-Toxic
"Crap, did not pay attention, should be usin the other set up for this match lol",Non-Toxic
Spotted,Non-Toxic
Honestly...I should be dead,Non-Toxic
"If I had my spotting setup, I‘d still be alive, and who knows how many enemies would be dead by now. Oh well, you live, you learn.",Non-Toxic
gg,Non-Toxic
take the tit,Non-Toxic
type 64,Non-Toxic
G.W. Panther hit me,Non-Toxic
trees falling,Non-Toxic
STB-1 seem to see without us being spotted....,Non-Toxic
ATY,Non-Toxic
need help in the river please,Non-Toxic
gl.,Non-Toxic
gg,Non-Toxic
vk b,Non-Toxic
ggs,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
xddd,Non-Toxic
12 kills,Non-Toxic
let him 10 kills,Non-Toxic
60tp you got your mission?,Non-Toxic
yes,Non-Toxic
just win now,Non-Toxic
gj,Non-Toxic
9k damage,Non-Toxic
T29 move hill,Non-Toxic
?,Non-Toxic
lol,Non-Toxic
world of premiumheavies,Non-Toxic
??,Non-Toxic
??,Non-Toxic
do you know what a scout is?? -.-,Non-Toxic
gg,Non-Toxic
standard b,Non-Toxic
report,Non-Toxic
trols,Non-Toxic
imbecils TVPS,Non-Toxic
type go kill arty,Non-Toxic
:ddd,Non-Toxic
say tro,Non-Toxic
thx arty t100,Non-Toxic
nema,Non-Toxic
ima suljo iz nemile,Non-Toxic
forest spirit,Non-Toxic
kill cobra,Non-Toxic
wgg,Non-Toxic
move,Non-Toxic
i love HT sniper,Non-Toxic
go eagle...helpt,Non-Toxic
done :))),Non-Toxic
gg,Non-Toxic
kill the fucking t54e1,Non-Toxic
arta,Non-Toxic
arty ??,Non-Toxic
Арта (M44) отстрелялась! По мне :(,Non-Toxic
Арта (M44) отстрелялась! По мне :(,Non-Toxic
Арта (FV304) отстрелялась! По мне :(,Non-Toxic
:),Non-Toxic
my engine is broke :(,Non-Toxic
Tier VI reload 8 sec and hitting for 200,Non-Toxic
PLS REPORTED FOCH,Non-Toxic
:D,Non-Toxic
My bad guys,Non-Toxic
Sorry,Non-Toxic
Dont jump :D,Non-Toxic
Nice,Non-Toxic
lucky^^,Non-Toxic
arty cap,Non-Toxic
kill him,Non-Toxic
"nice comeback , gj guys",Non-Toxic
gg,Non-Toxic
"last shell, 6th kill",Non-Toxic
you all can do this,Non-Toxic
arty,Non-Toxic
omg waht are you doing in the backline,Non-Toxic
m40 please focus lowe,Non-Toxic
1 ammo,Non-Toxic
good job brNon-Toxic,Non-Toxic
e75,Non-Toxic
?,Non-Toxic
gg,Non-Toxic
push banana,Non-Toxic
wow,Non-Toxic
:D,Non-Toxic
patrida to t92,Non-Toxic
report 110,Non-Toxic
karma,Non-Toxic
mafia in game,Non-Toxic
spot dude,Non-Toxic
z,Non-Toxic
10 tier,Non-Toxic
char,Non-Toxic
push this one and lonely progetto already,Non-Toxic
????,Non-Toxic
E3,Non-Toxic
T54,Non-Toxic
HERE,Non-Toxic
THANK YOI T54,Non-Toxic
lost,Non-Toxic
take the flanks = win,Non-Toxic
gg mids,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
arty,Non-Toxic
gg,Non-Toxic
[K1NG_APES],Non-Toxic
look at this spot i will give you guys,Non-Toxic
prog66 you new TD?,Non-Toxic
look XDD,Non-Toxic
gj kreteni,Non-Toxic
I am spotted at K6!,Non-Toxic
I am spotted at K6!,Non-Toxic
I am spotted at K6!,Non-Toxic
I am spotted at K6!,Non-Toxic
go,Non-Toxic
I am spotted at J5!,Non-Toxic
I am spotted at J5!,Non-Toxic
gg,Non-Toxic
Im Spotted at G8!,Non-Toxic
Im Spotted at E7!,Non-Toxic
Im Spotted at G8!,Non-Toxic
Im Spotted at D7!,Non-Toxic
Im Spotted at E3!,Non-Toxic
Im Spotted at C3!,Non-Toxic
Im Spotted at C2!,Non-Toxic
WOW,Non-Toxic
gg,Non-Toxic
go whip some ass crommies,Non-Toxic
Taking column 0,Non-Toxic
going after their kv2,Non-Toxic
ns,Non-Toxic
move arty,Non-Toxic
push,Non-Toxic
yall got this,Non-Toxic
told you arey,Non-Toxic
watch our cap,Non-Toxic
gg,Non-Toxic
he cant kill it,Non-Toxic
scout,Non-Toxic
amx has to be close,Non-Toxic
good,Non-Toxic
lol,Non-Toxic
no way,Non-Toxic
scout,Non-Toxic
i can suicide but not sure if i spot anything,Non-Toxic
hab kein f,Non-Toxic
nice try,Non-Toxic
draw?,Non-Toxic
yes,Non-Toxic
gj bourrasque,Non-Toxic
ty,Non-Toxic
np,Non-Toxic
ty spgs,Non-Toxic
gg,Non-Toxic
BOFP,Non-Toxic
******,Non-Toxic
sry,Non-Toxic
frags conq,Non-Toxic
gg,Non-Toxic
accept,Non-Toxic
conq,Non-Toxic
if you get the arty in your plat you get crucial,Non-Toxic
"8,3k dmg",Non-Toxic
lass Foch kill,Non-Toxic
i will try find him,Non-Toxic
ggggggg,Non-Toxic
I go up help me,Non-Toxic
pls,Non-Toxic
report all mause,Non-Toxic
ggs,Non-Toxic
t50.2 spot,Non-Toxic
spot,Non-Toxic
cap,Non-Toxic
art here,Non-Toxic
poolk pls,Non-Toxic
1 cap,Non-Toxic
time,Non-Toxic
m12?,Non-Toxic
gg,Non-Toxic
gg kys,Non-Toxic
ok :),Non-Toxic
no thanks,Non-Toxic
sometomes heavy camps opther light snipes...,Non-Toxic
dude 0.23 gun,Non-Toxic
welcome to wot :D,Non-Toxic
fun guy leo spotted,Non-Toxic
??/,Non-Toxic
save HP for next game char,Non-Toxic
char pls,Non-Toxic
be,Non-Toxic
useful,Non-Toxic
thank you,Non-Toxic
yolo s conq now so we have flank secured,Non-Toxic
like always,Non-Toxic
thanks for help,Non-Toxic
dzieki,Non-Toxic
is that tank any good?,Non-Toxic
60tp?,Non-Toxic
stop cap,Non-Toxic
pls,Non-Toxic
cap it,Non-Toxic
stop cap!!!!,Non-Toxic
\cap!,Non-Toxic
by by win,Non-Toxic
go,Non-Toxic
only arty,Non-Toxic
rro,Non-Toxic
no cap pls,Non-Toxic
no cap,Non-Toxic
6kill?,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
aim,Non-Toxic
hellcat,Non-Toxic
ebr pls spot here,Non-Toxic
thx,Non-Toxic
leo,Non-Toxic
10k dmg,Non-Toxic
gg,Non-Toxic
Im Spotted at E3!,Non-Toxic
Im Spotted at E3!,Non-Toxic
Im Spotted at D5!,Non-Toxic
Im Spotted at E5!,Non-Toxic
Im Spotted at J5!,Non-Toxic
Im Spotted at J6!,Non-Toxic
Im Spotted at J6!,Non-Toxic
Im Spotted at H9!,Non-Toxic
ready to push?,Non-Toxic
y,Non-Toxic
cmon i want 3k spotting,Non-Toxic
gg,Non-Toxic
Ugh worst tank to spot with :P,Non-Toxic
Not too long view range,Non-Toxic
Im Spotted at E5!,Non-Toxic
Im Spotted at E4!,Non-Toxic
M12 hit me,Non-Toxic
Im Spotted at F3!,Non-Toxic
Im Spotted at G3!,Non-Toxic
Im Spotted at E4!,Non-Toxic
Where are the arties,Non-Toxic
in their team,Non-Toxic
Im Spotted at B2!,Non-Toxic
nvm got one,Non-Toxic
lol,Non-Toxic
Enemy SPG Vergollly (M12) just hit me and is now reloading for about 26.56s.,Non-Toxic
might be the best light today,Non-Toxic
xd,Non-Toxic
Im Spotted at C1!,Non-Toxic
Im Spotted at C1!,Non-Toxic
gg,Non-Toxic
"DastDevilFredsator164 (Skorpion G), you‘re blocking my line of fire!",Non-Toxic
lol,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
i press 2,Non-Toxic
1D10T OBJ 283,Non-Toxic
gg,Non-Toxic
qrty here,Non-Toxic
wp,Non-Toxic
gg,Non-Toxic
Unfair,Non-Toxic
verloren,Non-Toxic
Gib auf,Non-Toxic
debile,Non-Toxic
delete,Non-Toxic
I prefer 10 lights jeje,Non-Toxic
explosiv on,Non-Toxic
im the last mohican xD,Non-Toxic
суперчафиисвети,Non-Toxic
my uncle works in wg,Non-Toxic
засвет,Non-Toxic
hummel is close,Non-Toxic
low hp,Non-Toxic
back def,Non-Toxic
let the come,Non-Toxic
im going k1,Non-Toxic
good spot,Non-Toxic
type,Non-Toxic
type hill,Non-Toxic
е65,Non-Toxic
т34 84 хэлп,Non-Toxic
lol 34 o5 hill,Non-Toxic
раш,Non-Toxic
this is a patient map,Non-Toxic
help,Non-Toxic
KV2 dont afk,Non-Toxic
4min left,Non-Toxic
ok,Non-Toxic
lol T 34 85 m ????,Non-Toxic
i need to see hummel,Non-Toxic
go 5-6 lane,Non-Toxic
i need to see t34,Non-Toxic
he may not be in c1,Non-Toxic
3min,Non-Toxic
that rng,Non-Toxic
KV2,Non-Toxic
̈,Non-Toxic
omg,Non-Toxic
good,Non-Toxic
gg,Non-Toxic
good job Ru :),Non-Toxic
move,Non-Toxic
siema,Non-Toxic
enemy Type64 spot on team,Non-Toxic
take the kill,Non-Toxic
spotted,Non-Toxic
su8,Non-Toxic
nice,Non-Toxic
scout,Non-Toxic
gooo,Non-Toxic
116 f3??,Non-Toxic
gg,Non-Toxic
ehlp hill?,Non-Toxic
sure,Non-Toxic
gotta love clicker,Non-Toxic
if they push with 13 tanks,Non-Toxic
enemi 3 shott miss -500hp,Non-Toxic
arty,Non-Toxic
and push hulldown heavy,Non-Toxic
obj 261,Non-Toxic
sorrry,Non-Toxic
gg,Non-Toxic
arty in A2,Non-Toxic
enemy arty in A2,Non-Toxic
e 5 go behind bushes,Non-Toxic
because i get hit when u are open,Non-Toxic
arty can u shot hill to us,Non-Toxic
push 1-2 line light is dead,Non-Toxic
maybe counter shot?,Non-Toxic
arty behind,Non-Toxic
sight,Non-Toxic
gg ligt,Non-Toxic
rep lynx,Non-Toxic
light,Non-Toxic
gg rng,Non-Toxic
thy,Non-Toxic
standard,Non-Toxic
gg,Non-Toxic
i believe in u,Non-Toxic
vz here,Non-Toxic
t95 fantasic GG,Non-Toxic
omg,Non-Toxic
xd,Non-Toxic
gggggg\,Non-Toxic
gg,Non-Toxic
fv is over there,Non-Toxic
